issue_number,created_at,labels,comments,author,description
51877,2024-05-21 17:04:30+00:00,['activestorage'],2,JoeDupuis,"Fix #49983 / Rails 8 Milestone

### Motivation / Background

`azure-storage-blob` is deprecated and will be retired permanently on September 13, 2024.

`azure-storage-blob` is quite large and depends on outdated gems.

This change replaces `azure-storage-blob` with [azure-blob](https://github.com/JoeDupuis/azure-blob), a smaller gem specifically designed and written for Active Storage.

It depends only on default and bundled gems and includes only the features needed by Active Storage, making it easier to maintain.

### Detail

#### To extract, or not to extract, that is the question
Azure has been part of Active Storage for a long time (7+ years?) and, inferring from RubyGems downloads, sees a lot of usage. It's a major provider. I feel like the adapter should live inside of Rails.

That being said, an alternative to this change would be to completely remove the adapter from Rails and move it to a gem. If that's the desired path, I can write a migration guide and the PR to remove the adapter.

#### Trust issues

Using a non-official third-party library is a potential concern. I am considering transferring the repo and ownership of the gem to Test Double if it helps alleviate the bus factor and trust issues.

I opened this PR early to start the discussion, but I'll ask internally (Test Double) for reviews on the gem code too. I very likely overlooked a couple of issues.

#### Left to do

The PR doesn't include any changelog, guide, or documentation changes. Depending on what Rails core decides to do with this change, I'll amend the PR. I didn't want to write documentation before verifying if we want to keep or drop Azure support.

There is also a bunch of work left to do on the gem side, but all Rails tests pass.

### Additional information

<!-- Provide additional information such as benchmarks, references to other repositories, or alternative solutions. -->

### Checklist

Before submitting the PR make sure the following are checked:

* [x] This Pull Request is related to one change. Unrelated changes should be opened in separate PRs.
* [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`
* [x] Tests are added or updated if you fix a bug or add a feature.
* [ ] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.
"
51876,2024-05-21 15:57:07+00:00,['actionpack'],4,skipkayhil,"### Motivation / Background

Ref #50759

The rdoc markdown parser does not currently parse multi-paragraph definition lists correctly. Instead of putting both paragraphs inside a single definition, only the first paragraph ends up in the definition and the second paragraph is rendered after the definition list as a code block.

### Detail

Since 7.2 appears to be coming soon, this commit fixes the second paragraph rendering as a code block by turning it into a second definition. This doesn't strictly seem like the ""correct"" fix (compared to fixing the rdoc markdown parser) but it gives us the visual result that we want until rdoc is fixed.

### Additional information

<!-- Provide additional information such as benchmarks, references to other repositories, or alternative solutions. -->

### Checklist

Before submitting the PR make sure the following are checked:

* [x] This Pull Request is related to one change. Unrelated changes should be opened in separate PRs.
* [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`
* [ ] Tests are added or updated if you fix a bug or add a feature.
* [ ] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.
"
51875,2024-05-21 15:31:33+00:00,[],4,heka1024,"Currently, `ActiveRecord::Enum` cannot be used in tableless models. However, I think it would be beneficial if we could use instance methods like `ActiveModel`. Therefore, how about creating `ActiveModel::Enum` to support tableless models? I'm interested in this issue and would like to make a pull request to address it."
51874,2024-05-21 12:26:47+00:00,['actionpack'],1,stiig,"<!--
Thanks for contributing to Rails!

Please do not make *Draft* pull requests, as they still send
notifications to everyone watching the Rails repo.

Create a pull request when it is ready for review and feedback
from the Rails team :).

If your pull request affects documentation or any non-code
changes, guidelines for those changes are [available
here](https://edgeguides.rubyonrails.org/contributing_to_ruby_on_rails.html#contributing-to-the-rails-documentation)

About this template

The following template aims to help contributors write a good description for their pull requests.
We'd like you to provide a description of the changes in your pull request (i.e. bugs fixed or features added), the motivation behind the changes, and complete the checklist below before opening a pull request.

Feel free to discard it if you need to (e.g. when you just fix a typo). -->

### Motivation / Background

This Pull Request has been created because after adding a new column `Source Location` we forget about fixing colspan to fit new columns

### Detail

This Pull Request changes displaying of search results

before
<img width=""1321"" alt=""image"" src=""https://github.com/rails/rails/assets/8639922/40baaea4-8d3e-40b6-ae0b-a7096c966066"">
after (yellow background)
<img width=""1333"" alt=""image"" src=""https://github.com/rails/rails/assets/8639922/05370229-6f69-4dbc-aeab-fa3b77c2e211"">


### Additional information

<!-- Provide additional information such as benchmarks, references to other repositories, or alternative solutions. -->

### Checklist

Before submitting the PR make sure the following are checked:

* [x] This Pull Request is related to one change. Unrelated changes should be opened in separate PRs.
* [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`
* [ ] Tests are added or updated if you fix a bug or add a feature.
* [ ] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.
"
51873,2024-05-21 08:34:43+00:00,['railties'],1,yawboakye,"### Motivation / Background

This pull request has been created to (1) align documentation with conventional practice, (2) prefer continuity by maintaining names from previous code blocks, and (3) clear up other potential sources of confusion.

### Detail

A search on GitHub reveals that, typically, custom Railtie classes are named `Railtie`, with Rails itself embracing this convention (perhaps even fostering it). If we named the class in the docs to align with this practice, learners can supplement the material with what they find on GitHub and within Rails itself.

Secondly, the first time we introduce a custom Railtie class, it's called `Railtie`. Unfortunately, in subsequent code examples, `MyRailtie` is introduced. In the first code block, we indicate the file path where the class is/could be defined [(`lib/my_gem/railtie.rb`)](https://github.com/rails/rails/blob/692f25a9254c58c64b138770e6b604e73de38620/railties/lib/rails/railtie.rb#L39). In the subsequent blocks we don't. I think this could also be a little confusing. If we were to keep the old class name, it might be easy for a learner to infer that we're developing the same class we created in the first code block.

The other changes replace `MyRailtie` and substitute it with `MyGem`. Reason is, the custom Railtie doesn't seem to be the appropriate place for those functions given that they are very specific to the gem. I think what we want to encourage there that the Railtie lets you specify what code to run for every hook. Your gem, not the custom Railtie, hold the code. For example, I was very confused by [`MyRailtie.setup!`](https://github.com/rails/rails/blob/692f25a9254c58c64b138770e6b604e73de38620/railties/lib/rails/railtie.rb#L84). I wondered where the `setup!` method came from and whether it could have been inherited from the `Rails::Railtie` parent. So I replaced `MyRailtie` with `MyGem` to make the arbitrariness of that code more obvious.

### Checklist

* [x] This Pull Request is related to one change. Unrelated changes should be opened in separate PRs.
* [x] Commit message has a detailed description of what changed and why.
"
51872,2024-05-21 06:04:11+00:00,[],1,flsdeveloper,"### Steps to reproduce
-  here is carash report

Process:               ruby [41188]
Path:                  /Users/USER/*/ruby
Identifier:            ruby
Version:               ???
Code Type:             X86-64 (Translated)
Parent Process:        zsh [1090]
Responsible:           Terminal [582]
User ID:               501

Date/Time:             2024-05-21 11:27:46.5600 +0530
OS Version:            macOS 14.4.1 (23E224)
Report Version:        12
Anonymous UUID:        7CB5F3F7-E375-30CA-61DD-C549910C1D2A

Sleep/Wake UUID:       167CAA0A-ED6C-41F3-A22F-0560F10D6865

Time Awake Since Boot: 50000 seconds
Time Since Wake:       8229 seconds

System Integrity Protection: enabled

Notes:
PC register does not match crashing frame (0x0 vs 0x7FF89080EA78)

Crashed Thread:        0  Dispatch queue: com.apple.main-thread

Exception Type:        EXC_BAD_ACCESS (SIGABRT)
Exception Codes:       KERN_INVALID_ADDRESS at 0x94000f78d65f0300 -> 0x00000f78d65f0300 (possible pointer authentication failure)
Exception Codes:       0x0000000000000001, 0x94000f78d65f0300

Termination Reason:    Namespace SIGNAL, Code 6 Abort trap: 6
Terminating Process:   ruby [41188]

VM Region Info: 0xf78d65f0300 is not in any region.  Bytes after previous region: 16530630705921  Bytes before following region: 88541449223424
      REGION TYPE                    START - END         [ VSIZE] PRT/MAX SHRMOD  REGION DETAIL
      commpage (reserved)        1000000000-7000000000   [384.0G] ---/--- SM=NUL  reserved VM address space (unallocated)
--->  GAP OF 0x5f9000000000 BYTES
      MALLOC_NANO              600000000000-600020000000 [512.0M] rw-/rwx SM=PRV  

Application Specific Information:
abort() called


Error Formulating Crash Report:
PC register does not match crashing frame (0x0 vs 0x7FF89080EA78)

Thread 0 Crashed::  Dispatch queue: com.apple.main-thread
0   ???                           	    0x7ff89080ea78 ???
1   libsystem_kernel.dylib        	    0x7ff80057f14a __pthread_kill + 10
2   libsystem_pthread.dylib       	    0x7ff8005b7ebd pthread_kill + 262
3   libsystem_c.dylib             	    0x7ff8004dda39 abort + 126
4   libruby.2.5.1.dylib           	       0x10d9c8879 die + 9 (error.c:552)
5   libruby.2.5.1.dylib           	       0x10d9c8ab5 rb_bug_context + 565 (error.c:582)
6   libruby.2.5.1.dylib           	       0x10daaeeb1 sigsegv + 81 (signal.c:928)
7   libsystem_platform.dylib      	    0x7ff8005e6fdd _sigtramp + 29
8   ???                           	               0x0 ???
9   libruby.2.5.1.dylib           	       0x10dab67a7 do_hash + 8 (st.c:322) [inlined]
10  libruby.2.5.1.dylib           	       0x10dab67a7 st_lookup + 39 (st.c:1080)
11  libruby.2.5.1.dylib           	       0x10d9b63e8 rb_enc_registered + 42 (encoding.c:640) [inlined]
12  libruby.2.5.1.dylib           	       0x10d9b63e8 rb_enc_find_index + 56 (encoding.c:706)
13  mysql2.bundle                 	       0x10d918d23 mysql2_set_field_string_encoding + 51 (result.c:228)
14  mysql2.bundle                 	       0x10d9181bb rb_mysql_result_fetch_row + 523
15  mysql2.bundle                 	       0x10d918b1d rb_mysql_result_each_ + 429 (r
Air mmo % rails db:migrate
/Users/amol/.rvm/gems/ruby-2.5.1/gems/activerecord-5.0.2/lib/active_record/connection_adapters/mysql2_adapter.rb:68: [BUG] Segmentation fault at 0x94000f78d65f0300
ruby 2.5.1p57 (2018-03-29 revision 63029) [x86_64-darwin23]

-- Crash Report log information --------------------------------------------
   See Crash Report log file under the one of following:                    
     * ~/Library/Logs/DiagnosticReports                                     
     * /Library/Logs/DiagnosticReports                                      
   for more details.                                                        
Don't forget to include the above Crash Report log file in bug reports.     

-- Control frame information --------------------------
```

### Expected behavior
<!-- Tell us what should happen -->

### Actual behavior
<!-- Tell us what happens instead -->

### System configuration
**Rails version**: 5.0.2

**Ruby version**: 2.5.1

mysql gem gem 'mysql2', '~> 0.4.10'
"
51871,2024-05-21 01:16:41+00:00,"['activerecord', 'With reproduction steps']",1,dannyfallon,"### Steps to reproduce

```ruby
# frozen_string_literal: true

require ""bundler/inline""

gemfile(true) do
  source ""https://rubygems.org""

  gem ""rails""
  gem ""sqlite3"", ""~> 1.4""
end

require ""active_record""
require ""minitest/autorun""
require ""logger""

# Have to use a persisted database rather than `:memory:`
ActiveRecord::Base.establish_connection(adapter: ""sqlite3"", pool: 5, database: ""deadlocker.sqlite3"")
ActiveRecord::Base.logger = Logger.new(STDOUT)

ActiveRecord::Schema.define do
  create_table :posts, force: true do |t|
  end

  create_table :comments, force: true do |t|
    t.text :body
  end
end

class Comment < ActiveRecord::Base
end

class Post < ActiveRecord::Base
  before_save :deadlock

  def deadlock
    Thread.new do
      ::Comment.new(body: ""deadlock_on_fetching_schema_cache_columns"").save!
    end

    # Naively sleep for 1 second to give the thread a chance to start and fetch
    # the schema cache lock then block on the `LoadInterlockAwareMonitor`
    sleep(1)

    ::Comment.new(body: ""deadlock_on_obtaining_schema_cache_lock"").save!
  end

end

class BugTest < Minitest::Test
  def test_deadlock
    # Mimic what happens in ""full Rails"" where we're running tests in a
    # transaction and the connection pool always uses the same connection
    ActiveRecord::Base.connection_pool.lock_thread = true
    ActiveRecord::Base.transaction do
      puts ""Attempting deadlock""
      Post.create!
    end
  end
end

```

### Expected behavior

I expect the test to pass and not deadlock. 

### Actual behavior
The main test thread has obtained the connection's `LoadInterlockAwareMonitor` lock in order to execute `Post#save!`. It's now the only thread allowed to execute SQL queries. 

Another thread has been spawned that has obtained the `Comment` model's schema cache monitor lock in order to load the schema cache. This thread cannot execute the query to obtain the table's columns and blocks:

https://github.com/rails/rails/blob/747a03ba7722b6f0a7ce42e86cea83cf07a2e6ef/activerecord/lib/active_record/connection_adapters/abstract_adapter.rb#L1000

The main thread meanwhile now requires access to `Comment` and also attempts to load the schema cache. It cannot obtain the schema cache monitor lock and blocks:

https://github.com/rails/rails/blob/747a03ba7722b6f0a7ce42e86cea83cf07a2e6ef/activerecord/lib/active_record/model_schema.rb#L560

### System configuration
**Rails version**: 7.1.3.3

**Ruby version**: 3.2.2
"
51870,2024-05-20 22:08:13+00:00,['docs'],0,fenelon,Disregard
51869,2024-05-20 17:01:53+00:00,"['docs', 'activestorage']",4,TomNaessens,"### Motivation / Background

GCS has an option on buckets to make them a ""Requester Pays"" type of bucket: https://cloud.google.com/storage/docs/requester-pays. In short, this allows tracing of who/what is actually requesting an upload/download to be able to allocate the costs to the project used.

To query a bucket where ""requester pays"" is enabled, the `userProject` needs to be added in the URL. The GCS Ruby library provides this as an optional `user_project` keyword argument to `Project#bucket`: https://github.com/googleapis/google-cloud-ruby/blob/google-cloud-storage/v1.11.0/google-cloud-storage/lib/google/cloud/storage/project.rb#L87-L99 (took v1.11 explicitly here as this is the current version requirement on Rails.)

When this is not passed, an error is thrown when listing/uploading files in a requester-pays bucket: `Bucket is a requester pays bucket but no user project provided. (Google::Cloud::InvalidArgumentError)`

### Detail

This commit adds support for ""requester pays""-buckets by accepting a `user_project` parameter (defaults to `nil`) on the GCS service bucket call, set by a variable in the config `config.fetch(:user_project, nil)`:
https://github.com/rails/rails/blob/cd31b164b1975abfe6adb9af8e0edc8bea7ce1b0/activestorage/lib/active_storage/service/gcs_service.rb#L192

### Checklist

Before submitting the PR make sure the following are checked:

* [x] This Pull Request is related to one change. Unrelated changes should be opened in separate PRs.
* [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`
* [x] Tests are added or updated if you fix a bug or add a feature.
* [x] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included."
51868,2024-05-20 16:31:59+00:00,['activemodel'],2,Kaakati,"### Motivation / Background

This Pull Request has been created because There was a mistake in the method implementation where `coder.map.key?` is called instead of directly using `coder.key?(""value"")` The error was causing method 'key?' for #<Enumerator: {}:map> indicates that `coder.map` returns an enumerator, which does not have a `key?`

Used a constant for `coder` args as an empty hash, this is better for optimizing memory usage and ensuring immutability, especially in scenarios where the method might be called frequently without arguments.

### Detail

This Pull Request changes:
```ruby
@value = coder[""value""] if coder.map.key?(""value"")
# with
@value = coder[""value""] if coder.key?(""value"")
```

set default value for coder argument in each of the following methods:
```ruby
init_with(coder = EMPTY_HASH)
encode_with(coder = EMPTY_HASH)
```

Updated the following line to reduce memory allocation.
```ruby
UNINITIALIZED_ORIGINAL_VALUE = Object.new.freeze
```

Added a value check in `initialize_dup(other)`
```ruby
def initialize_dup(other)
  # Using `defined?(@value)` ensures that it only proceed if `@value` is actually set
  # Ensures no unnecessary memory allocation by checking if `@value` is set and duplicable.
  if defined?(@value) && @value&.duplicable?
    @value = @value.dup
  end
end
```

### Additional information

### Checklist

Before submitting the PR make sure the following are checked:

* [*] This Pull Request is related to one change. Unrelated changes should be opened in separate PRs.
* [*] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`
* [*] Tests are added or updated if you fix a bug or add a feature.
* [*] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.
"
51867,2024-05-20 13:53:52+00:00,['docs'],1,duffuniverse,"### Detail

This Pull Request adds a missed comma in the Exceptions section.


"
51866,2024-05-19 14:40:17+00:00,"['actioncable', 'activestorage']",0,tnir,"### Motivation / Background

This Pull Request has been created because eslint and its related (eslint-plugin-import) npm packages have not been updated for 6 years, when #34177 was merged.

### Detail

This Pull Request updates the following npm packages used in `@rails/actioncable` and `@rails/activestorage`:

- eslint from 4.19.1 to 8.40.0.
- eslint-plugin-import from 2.27.5 to 2.29.0.

### Checklist

Before submitting the PR make sure the following are checked:

* [x] This Pull Request is related to one change. Unrelated changes should be opened in separate PRs.
* [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`
* [-] Tests are added or updated if you fix a bug or add a feature.
* [-] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.
"
51865,2024-05-19 13:13:06+00:00,[],6,GitToTheHub,"Hi,

does a migration generator exists for renaming a table? I didn't find anything in the documentation of `rails generate migration --help` or in the rails guides: https://guides.rubyonrails.org/active_record_migrations.html

Regards,

Manuel"
51864,2024-05-19 11:24:20+00:00,['activerecord'],1,Dmoment,"<!--
Thanks for contributing to Rails!

Please do not make *Draft* pull requests, as they still send
notifications to everyone watching the Rails repo.

Create a pull request when it is ready for review and feedback
from the Rails team :).

If your pull request affects documentation or any non-code
changes, guidelines for those changes are [available
here](https://edgeguides.rubyonrails.org/contributing_to_ruby_on_rails.html#contributing-to-the-rails-documentation)

About this template

The following template aims to help contributors write a good description for their pull requests.
We'd like you to provide a description of the changes in your pull request (i.e. bugs fixed or features added), the motivation behind the changes, and complete the checklist below before opening a pull request.

Feel free to discard it if you need to (e.g. when you just fix a typo). -->

### Motivation / Background

<!--
This pull request addresses an issue with JSON columns not having default values when using ActiveRecord::Store. The issue occurs when the column is non-nullable, causing a `NotNullViolation` error if the attribute is not explicitly set. 
If you are fixing a specific issue, include ""Fixes #50960 "" (replace with the issue number, remove the quotes) and the issue will be linked to this PR.
-->

This Pull Request has been created because of an issue with JSON columns not having default values when using ActiveRecord::Store. The issue occurs when the column is non-nullable, causing a `NotNullViolation` error if the attribute is not explicitly set. 
""Fixes #50960 ""

### Detail

-  Modified `store.rb` to set a default value of an empty hash `{}` for JSON columns.
- Added test cases to `store_test.rb` to ensure the default values are applied correctly for both nullable and non-nullable JSON columns.


### Additional information

<!-- Provide additional information such as benchmarks, references to other repositories, or alternative solutions. -->

### Checklist

Before submitting the PR make sure the following are checked:

* [ ] This Pull Request is related to one change. Unrelated changes should be opened in separate PRs.
* [ ] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #50960 ]`
* [ ] Tests are added or updated if you fix a bug or add a feature.
* [ ] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.
"
51863,2024-05-19 09:02:54+00:00,['railties'],3,tochev,"### Motivation / Background

The `.devcontainer/*` template files (introduced in https://github.com/rails/rails/pull/50914 ) were not included in the `railties` gem, resulting in a failure to create a new project (`rails new foo`).

The error was `Could not find "".devcontainer/devcontainer.json"" in any of your source paths.`

### Detail

The `.devcontainer/*` template files were not included in the `railties` gem, because the old file pattern didn't match files in hidden directories, only hidden files.

### Additional information

The issue was observed with `ruby 3.3.0 (2023-12-25 revision 5124f9ac75) [x86_64-linux]`

Gem contents for `devcontainer` **before** the change:
![image](https://github.com/rails/rails/assets/6901651/08f6ce8e-d2e1-4e5b-860a-3c72992be155)


Gem contents **after** the change:
![image](https://github.com/rails/rails/assets/6901651/edaa36d5-177c-45ac-a314-9a58112d7d0a)


File diff between the two:
![image](https://github.com/rails/rails/assets/6901651/f9f84724-e588-412c-824b-4c0739638922)

#### Alternative pattern
An alternative could be
```ruby
Dir[..., ""exe/**/*"", ""lib/{**,**/.[a-z]*/**}/{*,.[a-z]*}""])
```
but I think it is harder to read.

### Checklist

Before submitting the PR make sure the following are checked:

* [*] This Pull Request is related to one change. Unrelated changes should be opened in separate PRs.
* [*] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`
* [*] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.
"
51862,2024-05-19 02:33:27+00:00,['activerecord'],1,justinko,"Fixes #51830

### Motivation / Background

This is just additional changes that would've been included in https://github.com/rails/rails/pull/46270

### Detail

When running multiple db rake tasks in a single command, we should restore to the original ""db config"" in between each task.

### Checklist

Before submitting the PR make sure the following are checked:

* [x] This Pull Request is related to one change. Unrelated changes should be opened in separate PRs.
* [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`
* [x] Tests are added or updated if you fix a bug or add a feature.
* [ ] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.
"
51860,2024-05-18 20:19:26+00:00,['railties'],2,jeromedalbert,"### Steps to reproduce
```
rails new myapp --main --skip-action-cable
RAILS_ENV=production rails server
```

or

```bash
rails new myapp --main --skip-action-cable
sed -i -e 's/eager_load = false/eager_load = true/' config/environments/development.rb
rails server
```

### Expected behavior

Server boots.

### Actual behavior

Server does not boot and errors out:

```
=> Booting Puma
=> Rails 8.0.0.alpha application starting in development
=> Run `bin/rails server --help` for more startup options
Exiting
/Users/jerome/.asdf/installs/ruby/3.3.1/lib/ruby/gems/3.3.0/gems/turbo-rails-2.0.5/app/channels/turbo/streams_channel.rb:34:in `<main>': uninitialized constant ActionCable (NameError)

class Turbo::StreamsChannel < ActionCable::Channel::Base
                              ^^^^^^^^^^^
```

### System configuration
**Rails version**: 8.0.0.alpha

**Ruby version**: 3.3.1

### Additional information

Rails 8 has the Turbo gem included by default. But Turbo Streams depends on Action Cable. When using `--skip-action-cable`, the line `require ""action_cable/engine""` is commented out in `config/application.rb`, which makes Turbo error out. A current workaround is to uncomment that line manually.

Some ideas for a solution:

1. I am not familiar with Turbo, but maybe edit the gem to disable Turbo Streams if Action Cable is not defined
1. Exclude turbo-rails when `--skip-action-cable` is supplied (suggested by @dbelling in [#51768](https://github.com/rails/rails/issues/51768))
1. Ignore `--skip-action-cable` unless a new `--skip-turbo` option is supplied (to be implemented, this option does not currently exist)
1. Remove the `--skip-action-cable` option altogether, which seems too drastic
1. Any other idea
"
51859,2024-05-18 09:19:05+00:00,"['activerecord', 'needs backport']",1,fatkodima,"Fixes #51821.

When doing non-partial inserts, we should ignore not only unchanged columns with a default function, but also which are autoincremented in the database (and so don't have a default function)."
51858,2024-05-18 01:11:44+00:00,"['activerecord', 'activesupport', 'railties', 'actioncable']",1,zzak,"Due to PR #51841 being created before rails/buildkite-config#105 was merged, lint job was still skipped and therefor we missed it.

Btw, if you need to test this locally you can run this from the root of your rails checkout:

```
$ bundle exec tools/railspect changelogs .
```

For example:

```
~/code/rails => bundle exec tools/railspect changelogs .
E.......E.E.E

Offenses:

actioncable/CHANGELOG.md:11 Trailing whitespace detected.

^^^^
activerecord/CHANGELOG.md:41 Trailing whitespace detected.
*   Add `ENV[""SKIP_TEST_DATABASE_TRUNCATE""]` flag to speed up multi-process test runs on large DBs when all tests run within default transaction.
                                                                                                                                                 ^
activerecord/CHANGELOG.md:293 Trailing whitespace detected.

^^^^
activesupport/CHANGELOG.md:107 Trailing whitespace detected.

^^^^
railties/CHANGELOG.md:3 Trailing whitespace detected.

^^^^
railties/CHANGELOG.md:253 Trailing whitespace detected.

^^^^
13 changelogs inspected, 6 offenses detected
```"
51857,2024-05-18 00:53:12+00:00,['activerecord'],0,zzak,"Backports #51854 to `7-2-stable`

/cc @yahonda"
51856,2024-05-17 23:38:02+00:00,['activesupport'],2,yahonda,"### Motivation / Background
This pull request restores the warning conditions not to ignore ""the block passed to"" warnings

### Detail

https://github.com/ruby/ruby/pull/10403 raised many ""the block passed to"" warnings. then idnored these warnings because some of them might have contain false positives.

Now we can restore the warning condition because these false positives should have been addressed by these changes:

https://github.com/ruby/ruby/pull/10559
https://github.com/rails/rails/pull/51597
https://github.com/rails/rails/pull/51583

### Additional information
None

### Checklist

Before submitting the PR make sure the following are checked:

* [x] This Pull Request is related to one change. Unrelated changes should be opened in separate PRs.
* [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`
* [ ] Tests are added or updated if you fix a bug or add a feature.
* [ ] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.
"
51855,2024-05-17 23:34:07+00:00,[],2,Buitragox,"When an error is raised in the subscribed method of an ActionCable channel, it does not get handled by the method registered in rescue_from. Other methods do get handled by their registered methods with rescue_from.

When running a Rails server, I found that the exception gets handled by the connection in the [execute_command](https://github.com/rails/rails/blob/main/actioncable/lib/action_cable/connection/subscriptions.rb#L20) method, so using rescue_from for the exception in `ApplicationCable::Connection` catches the exception. I was not able to replicate this behavior in the test below.

### Steps to reproduce

Raise an exception in `Channel#subscribed` and register a handler for this exception using rescue_from, just like the [documentation](https://guides.rubyonrails.org/action_cable_overview.html#server-side-components-channels-exception-handling) says.

```ruby
# frozen_string_literal: true

require ""bundler/inline""

gemfile(true) do
  source ""https://rubygems.org""

  gem ""rails""
end

require ""minitest/autorun""
require ""action_cable""

ActionCable.server.config.cable ||= {}
ActionCable.server.config.cable[""adapter""] = ""test""
ActionCable.server.config.logger = Logger.new(STDOUT)

class BadSubscription < StandardError; end
class BadMessage < StandardError; end

module ApplicationCable
  class Channel < ActionCable::Channel::Base
  end
end

module ApplicationCable
  class Connection < ActionCable::Connection::Base
  end
end

class MessagesChannel < ApplicationCable::Channel
  rescue_from BadSubscription, with: :handle_bad_subscribe
  rescue_from BadMessage, with: :handle_bad_message

  def subscribed
    raise BadSubscription unless params.key?(""id"")
    stream_for ""channel""
  end

  def receive(message)
    raise BadMessage unless message.key?('message')
    ActionCable.server.broadcast(""channel"", message)
  end

  private

  def handle_bad_subscribe
    puts 'Bad subcription caught'
    reject
  end

  def handle_bad_message
    puts 'Bad message caught'
  end

end

class BugTest < ActionCable::Channel::TestCase
  tests MessagesChannel

  # Uncaught exception
  def test_rejected_connection
    subscribe
    assert subscription.rejected?
  end
  
  # Passes because it handles the error
  def test_bad_message_no_broadcast
    subscribe id: 5
    perform :receive, not_a_message: ""Hello, Rails!""
    assert_no_broadcasts('channel')
  end
end
```

### Expected behavior
The exception raised in the `subscribed` method should be handled by `handle_bad_subscribe`, so the subscription is rejected.

### Actual behavior
The exception is not caught and the test fails.

```
# Running:

Bad message caught
.E

Error:
BugTest#test_rejected_connection:
BadSubscription: BadSubscription
    test_case.rb:35:in `subscribed'
    test_case.rb:62:in `test_rejected_connection'

bin/rails test test_case.rb:61

Finished in 0.019191s, 104.2155 runs/s, 52.1078 assertions/s.
2 runs, 1 assertions, 0 failures, 1 errors, 0 skips
```

### System configuration
**Rails version**: 7.1.3.2

**Ruby version**: 3.3.0
"
